season,athlete_id,guid,uid,slug,type,first_name,last_name,full_name,display_name,short_name,height,display_height,weight,display_weight,age,date_of_birth,birth_city,birth_state,birth_country,jersey,position_id,position_name,position_abbreviation,position_display_name,college_id,current_team_id,headshot_href,experience_years,status_id,status_name,status_type,draft_year,draft_round,draft_selection,active
2017,2,6bf735e4-6a85-fe34-f3e2-80283fe7e1da,s:40~l:59~a:2,erika-de-souza,basketball,Erika,de Souza,Erika de Souza,Erika de Souza,E. de Souza,78.0,"6' 6""",190.0,190 lbs,44,1982-03-09T08:00Z,Belem,,Brazil,14,7,Forward,F,Forward,,17,,11,2,Inactive,inactive,,,,false
2017,91,e28a886c-1b4a-8c9e-c427-68ab9d0927ed,s:40~l:59~a:91,sue-bird,basketball,Sue,Bird,Sue Bird,Sue Bird,S. Bird,69.0,"5' 9""",150.0,150 lbs,45,1980-10-16T07:00Z,Syosset,NY,USA,10,3,Guard,G,Guard,41,14,https://a.espncdn.com/i/headshots/wnba/players/full/91.png,18,2,Inactive,inactive,2002,1,1,false
2017,491,2049d4db-ae2a-7828-3b49-b9cac9601ec2,s:40~l:59~a:491,plenette-pierson,basketball,Plenette,Pierson,Plenette Pierson,Plenette Pierson,P. Pierson,74.0,"6' 2""",178.0,178 lbs,44,1981-08-31T07:00Z,,,,22,7,Forward,F,Forward,2641,8,,14,2,Inactive,inactive,,,,false
2017,537,25c68618-b3e7-ff3c-8766-040ccf23f749,s:40~l:59~a:537,jia-perkins,basketball,Jia,Perkins,Jia Perkins,Jia Perkins,J. Perkins,68.0,"5' 8""",168.0,168 lbs,44,1982-02-23T08:00Z,,,,7,3,Guard,G,Guard,2641,8,,13,2,Inactive,inactive,,,,false
2017,545,be405dbd-81e4-7ac6-6b81-5e7011df54f7,s:40~l:59~a:545,lindsay-whalen,basketball,Lindsay,Whalen,Lindsay Whalen,Lindsay Whalen,L. Whalen,69.0,"5' 9""",166.0,166 lbs,44,1982-05-09T07:00Z,,,,13,3,Guard,G,Guard,135,8,,13,2,Inactive,inactive,,,,false
2017,571,6354242e-891d-c001-902f-33cd612ee0bb,s:40~l:59~a:571,rebekkah-brunson,basketball,Rebekkah,Brunson,Rebekkah Brunson,Rebekkah Brunson,R. Brunson,74.0,"6' 2""",185.0,185 lbs,44,1981-12-11T08:00Z,,,,32,7,Forward,F,Forward,46,8,,13,2,Inactive,inactive,,,,false
2017,581,ac10b64d-f2ca-5310-aeb7-b8a55097d285,s:40~l:59~a:581,alana-beard,basketball,Alana,Beard,Alana Beard,Alana Beard,A. Beard,73.0,"6' 1""",160.0,160 lbs,44,1982-05-14T07:00Z,,,,0,3,Guard,G,Guard,150,6,,11,2,Inactive,inactive,,,,false
2017,585,af0e2a4e-188a-421e-60ba-0c5f32ad63ad,s:40~l:59~a:585,diana-taurasi,basketball,Diana,Taurasi,Diana Taurasi,Diana Taurasi,D. Taurasi,72.0,"6' 0""",163.0,163 lbs,44,1982-06-11T07:00Z,Glendale,CA,USA,3,3,Guard,G,Guard,41,11,https://a.espncdn.com/i/headshots/wnba/players/full/585.png,19,2,Inactive,inactive,2004,1,1,false
2017,609,debaefea-d90b-13c5-3f23-efe93ab3c690,s:40~l:59~a:609,sancho-lyttle,basketball,Sancho,Lyttle,Sancho Lyttle,Sancho Lyttle,S. Lyttle,76.0,"6' 4""",175.0,175 lbs,42,1983-09-20T07:00Z,,,,31,7,Forward,F,Forward,248,11,,12,2,Inactive,inactive,,,,false
2017,651,c7e26c36-20f0-6c91-96f3-fe534452d4f6,s:40~l:59~a:651,monique-currie,basketball,Monique,Currie,Monique Currie,Monique Currie,M. Currie,72.0,"6' 0""",173.0,173 lbs,43,1983-02-25T08:00Z,,,,25,7,Forward,F,Forward,150,16,,11,2,Inactive,inactive,,,,false
2017,685,dab9f7ec-be8b-cdb0-d1f4-c6e334e84a0a,s:40~l:59~a:685,cappie-pondexter,basketball,Cappie,Pondexter,Cappie Pondexter,Cappie Pondexter,C. Pondexter,69.0,"5' 9""",160.0,160 lbs,43,1983-01-07T08:00Z,Oceanside,CA,USA,25,3,Guard,G,Guard,164,5,,11,2,Inactive,inactive,,,,false
2017,689,99914daf-240a-2fba-ff01-ea59c0902860,s:40~l:59~a:689,candice-dupree,basketball,Candice,Dupree,Candice Dupree,Candice Dupree,C. Dupree,74.0,"6' 2""",178.0,178 lbs,41,1984-08-16T07:00Z,Oklahoma City,OK,USA,24,7,Forward,F,Forward,218,20,https://a.espncdn.com/i/headshots/wnba/players/full/689.png,15,2,Inactive,inactive,2006,1,6,false
2017,695,3a7f24f2-f739-ca38-5df1-c548e6def432,s:40~l:59~a:695,seimone-augustus,basketball,Seimone,Augustus,Seimone Augustus,Seimone Augustus,S. Augustus,72.0,"6' 0""",174.0,174 lbs,42,1984-04-30T07:00Z,Baton Rouge,LA,USA,33,3,Guard,G,Guard,99,6,https://a.espncdn.com/i/headshots/wnba/players/full/695.png,14,2,Inactive,inactive,2006,1,1,false
2017,724,c3e34584-529b-8e8f-c8c0-cc780e140035,s:40~l:59~a:724,sandrine-gruda,basketball,Sandrine,Gruda,Sandrine Gruda,Sandrine Gruda,S. Gruda,76.0,"6' 4""",185.0,185 lbs,39,1987-06-25T07:00Z,Antibes,,France,7,7,Forward,F,Forward,,6,,4,2,Inactive,inactive,,,,false
2017,729,cb5034bf-7004-7521-ef37-260babc15b8f,s:40~l:59~a:729,tiffany-jackson-jones,basketball,Tiffany,Jackson-Jones,Tiffany Jackson-Jones,Tiffany Jackson-Jones,T. Jackson-Jones,75.0,"6' 3""",185.0,185 lbs,41,1985-04-26T08:00Z,,,,33,7,Forward,F,Forward,251,6,,8,2,Inactive,inactive,,,,false
2017,730,dfe2d840-ee1f-027b-9d92-8e7dcd35a0cd,s:40~l:59~a:730,ivory-latta,basketball,Ivory,Latta,Ivory Latta,Ivory Latta,I. Latta,66.0,"5' 6""",138.0,138 lbs,41,1984-09-25T07:00Z,,,,12,3,Guard,G,Guard,153,16,,10,2,Inactive,inactive,,,,false
2017,732,8ba41f63-ad49-1766-dd83-7fe6ccb34b98,s:40~l:59~a:732,camille-little,basketball,Camille,Little,Camille Little,Camille Little,C. Little,74.0,"6' 2""",180.0,180 lbs,41,1985-01-18T08:00Z,Winston-Salem,NC,USA,20,7,Forward,F,Forward,153,11,,10,2,Inactive,inactive,,,,false
2017,735,b118cc51-002e-0904-9465-983de0679785,s:40~l:59~a:735,shay-murphy,basketball,Shay,Murphy,Shay Murphy,Shay Murphy,S. Murphy,71.0,"5' 11""",164.0,164 lbs,41,1985-04-15T08:00Z,,,,4,7,Forward,F,Forward,30,9,,8,2,Inactive,inactive,,,,false
2017,737,804453a0-93f8-7549-d058-7066637ee0b9,s:40~l:59~a:737,noelle-quinn,basketball,Noelle,Quinn,Noelle Quinn,Noelle Quinn,N. Quinn,72.0,"6' 0""",178.0,178 lbs,41,1985-01-03T08:00Z,,,,45,3,Guard,G,Guard,26,14,,10,2,Inactive,inactive,,,,false
2017,764,710e9304-4e9e-b5c1-7663-8bf335ede874,s:40~l:59~a:764,allie-quigley,basketball,Allie,Quigley,Allie Quigley,Allie Quigley,A. Quigley,70.0,"5' 10""",142.0,142 lbs,40,1986-06-20T07:00Z,Joliet,IL,USA,14,3,Guard,G,Guard,305,19,https://a.espncdn.com/i/headshots/wnba/players/full/764.png,13,2,Inactive,inactive,,,,false
2017,766,08e807cc-398f-e0f7-61ad-0d448bfeb280,s:40~l:59~a:766,sylvia-fowles,basketball,Sylvia,Fowles,Sylvia Fowles,Sylvia Fowles,S. Fowles,78.0,"6' 6""",217.0,217 lbs,40,1985-10-06T07:00Z,Miami,FL,USA,34,9,Center,C,Center,99,8,https://a.espncdn.com/i/headshots/wnba/players/full/766.png,14,2,Inactive,inactive,2008,1,2,false
