season,athlete_id,guid,uid,slug,type,first_name,last_name,full_name,display_name,short_name,height,display_height,weight,display_weight,age,date_of_birth,birth_city,birth_state,birth_country,jersey,position_id,position_name,position_abbreviation,position_display_name,college_id,current_team_id,headshot_href,experience_years,status_id,status_name,status_type,draft_year,draft_round,draft_selection,active
2009,2,6bf735e4-6a85-fe34-f3e2-80283fe7e1da,s:40~l:59~a:2,erika-de-souza,basketball,Erika,de Souza,Erika de Souza,Erika de Souza,E. de Souza,78.0,"6' 6""",190.0,190 lbs,44,1982-03-09T08:00Z,Belem,,Brazil,14,7,Forward,F,Forward,,17,,11,2,Inactive,inactive,,,,false
2009,3,751f8cb0-701c-3d43-c76a-ac9989351dba,s:40~l:59~a:3,tamecka-dixon,basketball,Tamecka,Dixon,Tamecka Dixon,Tamecka Dixon,T. Dixon,69.0,"5' 9""",148.0,148 lbs,50,1975-12-14T08:00Z,,,,,0,Not Available,NA,Not Available,2305,,,,2,Inactive,inactive,,,,false
2009,6,62bdd85c-2d0b-f2ab-b947-5bce833d8949,s:40~l:59~a:6,lisa-leslie,basketball,Lisa,Leslie,Lisa Leslie,Lisa Leslie,L. Leslie,77.0,"6' 5""",170.0,170 lbs,54,1972-07-07T07:00Z,,,,,0,Not Available,NA,Not Available,30,,,,2,Inactive,inactive,,,,false
2009,9,6a2ce15c-522d-89cb-5c73-3852b9bfba4d,s:40~l:59~a:9,delisha-milton-jones,basketball,DeLisha,Milton-Jones,DeLisha Milton-Jones,DeLisha Milton-Jones,D. Milton-Jones,73.0,"6' 1""",185.0,185 lbs,51,1974-09-11T07:00Z,,,,1,7,Forward,F,Forward,57,20,,17,2,Inactive,inactive,,,,false
2009,10,e105ac64-7a9a-d71d-0f59-cc2be20af42e,s:40~l:59~a:10,nikki-teasley,basketball,Nikki,Teasley,Nikki Teasley,Nikki Teasley,N. Teasley,72.0,"6' 0""",169.0,169 lbs,47,1979-03-22T08:00Z,,,,,0,Not Available,NA,Not Available,153,,,,2,Inactive,inactive,,,,false
2009,14,11a1e0e9-ba28-3a47-a94d-ee414aa2d093,s:40~l:59~a:14,becky-hammon,basketball,Becky,Hammon,Becky Hammon,Becky Hammon,B. Hammon,66.0,"5' 6""",136.0,136 lbs,49,1977-03-11T08:00Z,,,,25,3,Guard,G,Guard,36,17,,15,2,Inactive,inactive,,,,false
2009,16,4af13231-13c6-b59c-9c2c-947a6f954039,s:40~l:59~a:16,vickie-johnson,basketball,Vickie,Johnson,Vickie Johnson,Vickie Johnson,V. Johnson,69.0,"5' 9""",150.0,150 lbs,54,1972-04-15T08:00Z,Coushatta,LA,USA,,3,Guard,G,Guard,2348,17,,,2,Inactive,inactive,,,,false
2009,21,4b5fa57d-4822-15d6-1f85-c5857cd6225e,s:40~l:59~a:21,tamika-whitmore,basketball,Tamika,Whitmore,Tamika Whitmore,Tamika Whitmore,T. Whitmore,74.0,"6' 2""",190.0,190 lbs,49,1977-06-05T07:00Z,,,,,0,Not Available,NA,Not Available,235,,,,2,Inactive,inactive,,,,false
2009,28,5743c5a1-528d-993b-5927-1baedf4ad566,s:40~l:59~a:28,marie-ferdinand-harris,basketball,Marie,Ferdinand-Harris,Marie  Ferdinand-Harris,Marie  Ferdinand-Harris,M. Ferdinand-Harris,69.0,"5' 9""",153.0,153 lbs,47,1978-10-13T04:00Z,,,,,3,Guard,G,Guard,99,6,,,2,Inactive,inactive,,,,false
2009,35,5917bd4a-ca4c-6e34-0c0c-3d625bc92d65,s:40~l:59~a:35,janell-burse,basketball,Janell,Burse,Janell Burse,Janell Burse,J. Burse,77.0,"6' 5""",199.0,199 lbs,47,1979-05-19T07:00Z,,,,,0,Not Available,NA,Not Available,2655,,,,2,Inactive,inactive,,,,false
2009,37,dd01dd9b-136d-516b-9a99-144025beee73,s:40~l:59~a:37,betty-lennox,basketball,Betty,Lennox,Betty Lennox,Betty Lennox,B. Lennox,68.0,"5' 8""",143.0,143 lbs,49,1976-12-04T08:00Z,,,,,3,Guard,G,Guard,2348,8,,,2,Inactive,inactive,,,,false
2009,40,5d214fa0-9d23-d8fc-5a5c-fb419253cd8b,s:40~l:59~a:40,katie-smith,basketball,Katie,Smith,Katie Smith,Katie Smith,K. Smith,71.0,"5' 11""",180.0,180 lbs,52,1974-06-04T07:00Z,,,,30,3,Guard,G,Guard,194,9,,14,2,Inactive,inactive,,,,false
2009,89,787fd866-718e-431a-1f83-9bcd406a2ecc,s:40~l:59~a:89,tully-bevilaqua,basketball,Tully,Bevilaqua,Tully  Bevilaqua,Tully  Bevilaqua,T. Bevilaqua,67.0,"5' 7""",145.0,145 lbs,53,1972-07-19T07:00Z,,,,41,3,Guard,G,Guard,,17,,,2,Inactive,inactive,,,,false
2009,91,e28a886c-1b4a-8c9e-c427-68ab9d0927ed,s:40~l:59~a:91,sue-bird,basketball,Sue,Bird,Sue Bird,Sue Bird,S. Bird,69.0,"5' 9""",150.0,150 lbs,45,1980-10-16T07:00Z,Syosset,NY,USA,10,3,Guard,G,Guard,41,14,https://a.espncdn.com/i/headshots/wnba/players/full/91.png,18,2,Inactive,inactive,2002,1,1,false
2009,108,96cb57b2-4496-e196-315c-178fa67b497c,s:40~l:59~a:108,kiesha-brown,basketball,Kiesha,Brown,Kiesha Brown,Kiesha Brown,K. Brown,70.0,"5' 10""",134.0,134 lbs,47,1979-01-13T08:00Z,,,,,0,Not Available,NA,Not Available,61,,,,2,Inactive,inactive,,,,false
2009,121,221ee2a4-4f2a-6a3d-fff0-2d9c7a1b90d3,s:40~l:59~a:121,dominique-canty,basketball,Dominique,Canty,Dominique Canty,Dominique Canty,D. Canty,69.0,"5' 9""",166.0,166 lbs,49,1977-03-02T08:00Z,,,,3,3,Guard,G,Guard,333,16,,,2,Inactive,inactive,,,,false
2009,122,629d786d-ff35-bd18-b7f5-35b9d30d6ba5,s:40~l:59~a:122,swin-cash,basketball,Swin,Cash,Swin Cash,Swin Cash,S. Cash,73.0,"6' 1""",171.0,171 lbs,46,1979-09-22T07:00Z,,,,32,7,Forward,F,Forward,41,9,,14,2,Inactive,inactive,,,,false
2009,124,4cfdd1d5-8ccf-4443-37d6-fdfbed983ae0,s:40~l:59~a:124,iziane-castro,basketball,Iziane,Castro,Iziane Castro,Iziane Castro,I. Castro,71.0,"5' 11""",140.0,140 lbs,44,1982-03-13T08:00Z,Belo Horizonte,,Brazil,8,3,Guard,G,Guard,,17473,,,2,Inactive,inactive,,,,false
