season,athlete_id,guid,uid,slug,type,first_name,last_name,full_name,display_name,short_name,height,display_height,weight,display_weight,age,date_of_birth,birth_city,birth_state,birth_country,jersey,position_id,position_name,position_abbreviation,position_display_name,college_id,current_team_id,headshot_href,experience_years,status_id,status_name,status_type,draft_year,draft_round,draft_selection,active
2004,3,751f8cb0-701c-3d43-c76a-ac9989351dba,s:40~l:59~a:3,tamecka-dixon,basketball,Tamecka,Dixon,Tamecka Dixon,Tamecka Dixon,T. Dixon,69.0,"5' 9""",148.0,148 lbs,50,1975-12-14T08:00Z,,,,,0,Not Available,NA,Not Available,2305,,,,2,Inactive,inactive,,,,false
2004,6,62bdd85c-2d0b-f2ab-b947-5bce833d8949,s:40~l:59~a:6,lisa-leslie,basketball,Lisa,Leslie,Lisa Leslie,Lisa Leslie,L. Leslie,77.0,"6' 5""",170.0,170 lbs,54,1972-07-07T07:00Z,,,,,0,Not Available,NA,Not Available,30,,,,2,Inactive,inactive,,,,false
2004,7,8924bb38-a782-1cca-2d48-cbbec372a429,s:40~l:59~a:7,mwadi-mabika,basketball,Mwadi,Mabika,Mwadi Mabika,Mwadi Mabika,M. Mabika,71.0,"5' 11""",165.0,165 lbs,49,1976-07-27T07:00Z,,,,,0,Not Available,NA,Not Available,,,,,2,Inactive,inactive,,,,false
2004,9,6a2ce15c-522d-89cb-5c73-3852b9bfba4d,s:40~l:59~a:9,delisha-milton-jones,basketball,DeLisha,Milton-Jones,DeLisha Milton-Jones,DeLisha Milton-Jones,D. Milton-Jones,73.0,"6' 1""",185.0,185 lbs,51,1974-09-11T07:00Z,,,,1,7,Forward,F,Forward,57,20,,17,2,Inactive,inactive,,,,false
2004,10,e105ac64-7a9a-d71d-0f59-cc2be20af42e,s:40~l:59~a:10,nikki-teasley,basketball,Nikki,Teasley,Nikki Teasley,Nikki Teasley,N. Teasley,72.0,"6' 0""",169.0,169 lbs,47,1979-03-22T08:00Z,,,,,0,Not Available,NA,Not Available,153,,,,2,Inactive,inactive,,,,false
2004,13,4b490240-e2da-5869-e79e-9ee63c5f1fba,s:40~l:59~a:13,linda-frohlich,basketball,Linda,Frohlich,Linda Frohlich,Linda Frohlich,L. Frohlich,74.0,"6' 2""",185.0,185 lbs,47,1979-06-23T07:00Z,,,,,0,Not Available,NA,Not Available,2439,,,,2,Inactive,inactive,,,,false
2004,14,11a1e0e9-ba28-3a47-a94d-ee414aa2d093,s:40~l:59~a:14,becky-hammon,basketball,Becky,Hammon,Becky Hammon,Becky Hammon,B. Hammon,66.0,"5' 6""",136.0,136 lbs,49,1977-03-11T08:00Z,,,,25,3,Guard,G,Guard,36,17,,15,2,Inactive,inactive,,,,false
2004,16,4af13231-13c6-b59c-9c2c-947a6f954039,s:40~l:59~a:16,vickie-johnson,basketball,Vickie,Johnson,Vickie Johnson,Vickie Johnson,V. Johnson,69.0,"5' 9""",150.0,150 lbs,54,1972-04-15T08:00Z,Coushatta,LA,USA,,3,Guard,G,Guard,2348,17,,,2,Inactive,inactive,,,,false
2004,18,12b8030d-7a3b-17fa-0929-c8d4b1028da2,s:40~l:59~a:18,tari-phillips,basketball,Tari,Phillips,Tari Phillips,Tari Phillips,T. Phillips,74.0,"6' 2""",200.0,200 lbs,56,1970-03-06T08:00Z,,,,,7,Forward,F,Forward,2116,9,,,2,Inactive,inactive,,,,false
2004,19,fe4d5317-b605-63da-d6e5-076b06db0ee6,s:40~l:59~a:19,crystal-robinson,basketball,Crystal,Robinson,Crystal Robinson,Crystal Robinson,C. Robinson,71.0,"5' 11""",155.0,155 lbs,52,1974-01-22T07:00Z,,,,,0,Not Available,NA,Not Available,199,,,,2,Inactive,inactive,,,,false
2004,20,059f5dcc-db17-69ef-4640-403ae2e524ed,s:40~l:59~a:20,teresa-weatherspoon,basketball,Teresa,Weatherspoon,Teresa Weatherspoon,Teresa Weatherspoon,T. Weatherspoon,68.0,"5' 8""",161.0,161 lbs,60,1965-12-08T08:00Z,,,,,3,Guard,G,Guard,2348,9,,,2,Inactive,inactive,,,,false
