id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,game_id,season,season_type,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_type_alt_detail,game_date_time,game_date,PBP,team_box,player_box
300828017,s:40~l:59~e:300828017~c:300828017,2010-08-28T17:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-28T17:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 2,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",73,FALSE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,92,TRUE,300828017,2010,3,,"","","",,,"",2010-08-28T17:00:00Z,2010-08-28,TRUE,TRUE,TRUE
300827020,s:40~l:59~e:300827020~c:300827020,2010-08-27T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-27T23:30Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 2,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,101,TRUE,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,77,FALSE,300827020,2010,3,,"","","",,,"",2010-08-27T23:30:00Z,2010-08-27,TRUE,TRUE,TRUE
300826011,s:40~l:59~e:300826011~c:300826011,2010-08-27T01:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-27T01:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 1,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,106,TRUE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",93,FALSE,300826011,2010,3,,"","","",,,"",2010-08-27T01:00:00Z,2010-08-26,TRUE,TRUE,TRUE
300826009,s:40~l:59~e:300826009~c:300826009,2010-08-26T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-26T23:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 1,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,85,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,73,FALSE,300826009,2010,3,1830,Madison Square Garden,New York,NY,19763,FALSE,"",2010-08-26T23:00:00Z,2010-08-26,TRUE,TRUE,TRUE
300825014,s:40~l:59~e:300825014~c:300825014,2010-08-26T03:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-26T03:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 1,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,79,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,66,FALSE,300825014,2010,3,2184,KeyArena,Seattle,WA,17459,TRUE,"",2010-08-26T03:00:00Z,2010-08-25,TRUE,TRUE,TRUE
300825016,s:40~l:59~e:300825016~c:300825016,2010-08-25T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-25T23:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 1,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,90,FALSE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,95,TRUE,300825016,2010,3,,"","","",,,"",2010-08-25T23:00:00Z,2010-08-25,TRUE,TRUE,TRUE
300822005,s:40~l:59~e:300822005~c:300822005,2010-08-22T21:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-22T21:00Z,"","",1,STD,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,79,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,83,TRUE,300822005,2010,2,,"","","",,,OT,2010-08-22T21:00:00Z,2010-08-22,TRUE,TRUE,TRUE
300822009,s:40~l:59~e:300822009~c:300822009,2010-08-22T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-22T20:00Z,"","",1,STD,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,88,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,87,FALSE,300822009,2010,2,1830,Madison Square Garden,New York,NY,19763,FALSE,OT,2010-08-22T20:00:00Z,2010-08-22,TRUE,TRUE,TRUE
300822017,s:40~l:59~e:300822017~c:300822017,2010-08-22T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-22T19:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",83,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,82,FALSE,300822017,2010,2,,"","","",,,"",2010-08-22T19:00:00Z,2010-08-22,TRUE,TRUE,TRUE
300822020,s:40~l:59~e:300822020~c:300822020,2010-08-22T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-22T19:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,81,FALSE,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,90,TRUE,300822020,2010,2,,"","","",,,"",2010-08-22T19:00:00Z,2010-08-22,TRUE,TRUE,TRUE
300821014,s:40~l:59~e:300821014~c:300821014,2010-08-22T03:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-22T03:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,76,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,75,FALSE,300821014,2010,2,2184,KeyArena,Seattle,WA,17459,TRUE,"",2010-08-22T03:00:00Z,2010-08-21,TRUE,TRUE,TRUE
300821003,s:40~l:59~e:300821003~c:300821003,2010-08-22T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-22T00:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,"",84,TRUE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,71,FALSE,300821003,2010,2,,"","","",,,"",2010-08-22T00:00:00Z,2010-08-21,TRUE,TRUE,TRUE
300820006,s:40~l:59~e:300820006~c:300820006,2010-08-21T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-21T02:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,98,TRUE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,91,FALSE,300820006,2010,2,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",2010-08-21T02:30:00Z,2010-08-20,TRUE,TRUE,TRUE
300820011,s:40~l:59~e:300820011~c:300820011,2010-08-21T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-21T02:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,73,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,78,TRUE,300820011,2010,2,,"","","",,,"",2010-08-21T02:00:00Z,2010-08-20,TRUE,TRUE,TRUE
300820019,s:40~l:59~e:300820019~c:300820019,2010-08-21T00:30Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-21T00:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,71,FALSE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,78,TRUE,300820019,2010,2,,"","","",,,"",2010-08-21T00:30:00Z,2010-08-20,TRUE,TRUE,TRUE
300820017,s:40~l:59~e:300820017~c:300820017,2010-08-21T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-21T00:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",75,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,61,FALSE,300820017,2010,2,,"","","",,,"",2010-08-21T00:00:00Z,2010-08-20,TRUE,TRUE,TRUE
300820016,s:40~l:59~e:300820016~c:300820016,2010-08-20T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-20T23:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,75,TRUE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,74,FALSE,300820016,2010,2,,"","","",,,"",2010-08-20T23:00:00Z,2010-08-20,TRUE,TRUE,TRUE
300819009,s:40~l:59~e:300819009~c:300819009,2010-08-19T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-19T23:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,95,TRUE,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,"",85,FALSE,300819009,2010,2,1830,Madison Square Garden,New York,NY,19763,FALSE,"",2010-08-19T23:30:00Z,2010-08-19,TRUE,TRUE,TRUE
300817006,s:40~l:59~e:300817006~c:300817006,2010-08-18T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-18T02:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,84,FALSE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,90,TRUE,300817006,2010,2,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",2010-08-18T02:30:00Z,2010-08-17,TRUE,TRUE,TRUE
300817014,s:40~l:59~e:300817014~c:300817014,2010-08-18T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-18T02:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,68,TRUE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,64,FALSE,300817014,2010,2,2184,KeyArena,Seattle,WA,17459,TRUE,"",2010-08-18T02:00:00Z,2010-08-17,TRUE,TRUE,TRUE
300817017,s:40~l:59~e:300817017~c:300817017,2010-08-18T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-18T00:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",66,FALSE,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,76,TRUE,300817017,2010,2,,"","","",,,"",2010-08-18T00:00:00Z,2010-08-17,TRUE,TRUE,TRUE
300817009,s:40~l:59~e:300817009~c:300817009,2010-08-17T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-17T23:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,78,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,57,FALSE,300817009,2010,2,1830,Madison Square Garden,New York,NY,19763,FALSE,"",2010-08-17T23:30:00Z,2010-08-17,TRUE,TRUE,TRUE
300817018,s:40~l:59~e:300817018~c:300817018,2010-08-17T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-17T23:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,90,TRUE,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,"",62,FALSE,300817018,2010,2,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,"",2010-08-17T23:30:00Z,2010-08-17,TRUE,TRUE,TRUE
300817020,s:40~l:59~e:300817020~c:300817020,2010-08-17T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-17T23:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,79,FALSE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,84,TRUE,300817020,2010,2,,"","","",,,"",2010-08-17T23:00:00Z,2010-08-17,TRUE,TRUE,TRUE
300815008,s:40~l:59~e:300815008~c:300815008,2010-08-15T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-15T23:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,84,TRUE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",78,FALSE,300815008,2010,2,2029,Target Center,Minneapolis,MN,19006,FALSE,"",2010-08-15T23:00:00Z,2010-08-15,TRUE,TRUE,TRUE
