id,uid,date,attendance,time_valid,neutral_site,conference_competition,play_by_play_available,recent,start_date,broadcast,highlights,notes_type,notes_headline,broadcast_market,broadcast_name,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_score,home_winner,home_linescores,home_records,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,away_linescores,away_records,game_id,season,season_type,status_type_alt_detail,game_json,game_json_url,game_date_time,game_date,PBP,team_box,player_box
401857159,s:40~l:59~e:401857159~c:401857159,2026-08-21T02:00Z,0.0,true,false,false,false,false,2026-08-21T02:00Z,"",[],"","",home,Vegas 34,1,STD,4005,Michelob ULTRA Arena,Las Vegas,NV,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Thu, August 20th at 10:00 PM EDT",8/20 - 10:00 PM EDT,4.0,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,true,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '18-7', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '11-2', 'type': 'road'}]",18,s:40~l:59~t:18,Connecticut,Sun,CON,Connecticut Sun,Sun,f05023,0a2240,true,2160,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '7-19', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-10', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-9', 'type': 'road'}]",401857159,2026,2,,false,,2026-08-20T22:00:00.000000-0400,2026-08-20,false,false,false
401857160,s:40~l:59~e:401857160~c:401857160,2026-08-21T02:00Z,0.0,true,false,false,false,false,2026-08-21T02:00Z,Prime Video,[],"","",national,Prime Video,1,STD,1841,crypto.com Arena,Los Angeles,CA,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Thu, August 20th at 10:00 PM EDT",8/20 - 10:00 PM EDT,4.0,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,552583,fdb927,true,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '10-15', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-7', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-8', 'type': 'road'}]",20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,e31837,5091cc,true,6282,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '16-10', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '7-6', 'type': 'road'}]",401857160,2026,2,,false,,2026-08-20T22:00:00.000000-0400,2026-08-20,false,false,false
401857158,s:40~l:59~e:401857158~c:401857158,2026-08-21T00:00Z,0.0,true,false,false,false,false,2026-08-21T00:00Z,Prime Video,[],"","",national,Prime Video,1,STD,516,American Airlines Center,Dallas,TX,false,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Thu, August 20th at 8:00 PM EDT",8/20 - 8:00 PM EDT,4.0,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,002b5c,c4d600,true,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '17-9', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '8-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '9-5', 'type': 'road'}]",5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,002d62,e03a3e,true,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '16-10', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '6-5', 'type': 'road'}]",401857158,2026,2,,false,,2026-08-20T20:00:00.000000-0400,2026-08-20,false,false,false
401857157,s:40~l:59~e:401857157~c:401857157,2026-08-20T02:00Z,0.0,true,false,false,false,false,2026-08-20T02:00Z,USA Net,[],"","",national,USA Net,1,STD,6270,Chase Center,San Francisco,CA,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Wed, August 19th at 10:00 PM EDT",8/19 - 10:00 PM EDT,4.0,129689,s:40~l:59~t:129689,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,b38fcf,000000,true,6270,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/gs.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '19-8', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '11-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '8-4', 'type': 'road'}]",8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,266092,79bc43,true,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '21-6', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '11-2', 'type': 'road'}]",401857157,2026,2,,false,,2026-08-19T22:00:00.000000-0400,2026-08-19,false,false,false
401857156,s:40~l:59~e:401857156~c:401857156,2026-08-19T23:30Z,0.0,true,false,false,false,false,2026-08-19T23:30Z,"",[],"","",away,TSN,1,STD,5946,CareFirst Arena,Washington,DC,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Wed, August 19th at 7:30 PM EDT",8/19 - 7:30 PM EDT,4.0,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,002b5c,true,5946,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/wsh.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '13-12', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-6', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '8-6', 'type': 'road'}]",131935,s:40~l:59~t:131935,Toronto,Tempo,TOR,Toronto Tempo,Tempo,33476D,7B1B38,true,7546,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '10-16', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '6-10', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '4-6', 'type': 'road'}]",401857156,2026,2,,false,,2026-08-19T19:30:00.000000-0400,2026-08-19,false,false,false
401857155,s:40~l:59~e:401857155~c:401857155,2026-08-19T02:00Z,0.0,true,false,false,false,false,2026-08-19T02:00Z,"",[],"","",away,Atlanta News First,1,STD,4005,Michelob ULTRA Arena,Las Vegas,NV,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Tue, August 18th at 10:00 PM EDT",8/18 - 10:00 PM EDT,4.0,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,true,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '18-7', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '11-2', 'type': 'road'}]",20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,e31837,5091cc,true,6282,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '16-10', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '7-6', 'type': 'road'}]",401857155,2026,2,,false,,2026-08-18T22:00:00.000000-0400,2026-08-18,false,false,false
401857154,s:40~l:59~e:401857154~c:401857154,2026-08-19T01:00Z,0.0,true,false,false,false,false,2026-08-19T01:00Z,ESPN,[],"","",national,ESPN,1,STD,5427,Wintrust Arena,Chicago,IL,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Tue, August 18th at 9:00 PM EDT",8/18 - 9:00 PM EDT,4.0,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,5091cd,ffd520,true,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '9-17', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-7', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '4-10', 'type': 'road'}]",9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,86cebc,000000,true,3559,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '14-12', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '7-7', 'type': 'road'}]",401857154,2026,2,,false,,2026-08-18T21:00:00.000000-0400,2026-08-18,false,false,false
401857152,s:40~l:59~e:401857152~c:401857152,2026-08-18T23:00Z,0.0,true,false,false,false,false,2026-08-18T23:00Z,"",[],"","",home,NBC Sports BO,1,STD,1824,TD Garden,Boston,MA,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Tue, August 18th at 7:00 PM EDT",8/18 - 7:00 PM EDT,4.0,18,s:40~l:59~t:18,Connecticut,Sun,CON,Connecticut Sun,Sun,f05023,0a2240,true,2160,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '7-19', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-10', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-9', 'type': 'road'}]",6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,552583,fdb927,true,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '10-15', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-7', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-8', 'type': 'road'}]",401857152,2026,2,,false,,2026-08-18T19:00:00.000000-0400,2026-08-18,false,false,false
401857153,s:40~l:59~e:401857153~c:401857153,2026-08-18T23:00Z,0.0,true,false,false,false,false,2026-08-18T23:00Z,ESPN,[],"","",national,ESPN,1,STD,1838,Scotiabank Arena,Toronto,ON,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Tue, August 18th at 7:00 PM EDT",8/18 - 7:00 PM EDT,4.0,131935,s:40~l:59~t:131935,Toronto,Tempo,TOR,Toronto Tempo,Tempo,33476D,7B1B38,true,7546,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '10-16', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '6-10', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '4-6', 'type': 'road'}]",5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,002d62,e03a3e,true,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '16-10', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '6-5', 'type': 'road'}]",401857153,2026,2,,false,,2026-08-18T19:00:00.000000-0400,2026-08-18,false,false,false
401857151,s:40~l:59~e:401857151~c:401857151,2026-08-18T02:00Z,0.0,true,false,false,false,false,2026-08-18T02:00Z,Peacock/NBCSN,[],"","",national,Peacock,1,STD,6270,Chase Center,San Francisco,CA,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Mon, August 17th at 10:00 PM EDT",8/17 - 10:00 PM EDT,4.0,129689,s:40~l:59~t:129689,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,b38fcf,000000,true,6270,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/gs.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '19-8', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '11-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '8-4', 'type': 'road'}]",3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,002b5c,c4d600,true,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '17-9', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '8-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '9-5', 'type': 'road'}]",401857151,2026,2,,false,,2026-08-17T22:00:00.000000-0400,2026-08-17,false,false,false
401857149,s:40~l:59~e:401857149~c:401857149,2026-08-16T23:00Z,0.0,true,false,false,false,false,2026-08-16T23:00Z,ESPN/Disney+,[],"","",national,ESPN,1,STD,1949,Mortgage Matchup Center,Phoenix,AZ,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Sun, August 16th at 7:00 PM EDT",8/16 - 7:00 PM EDT,4.0,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3c286e,fa4b0a,true,1949,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/phx.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '9-18', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-9', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-9', 'type': 'road'}]",132052,s:40~l:59~t:132052,Portland,Fire,POR,Portland Fire,Fire,cee5eb,000000,true,3423,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/por.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '11-15', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '6-6', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-9', 'type': 'road'}]",401857149,2026,2,,false,,2026-08-16T19:00:00.000000-0400,2026-08-16,false,false,false
401857148,s:40~l:59~e:401857148~c:401857148,2026-08-16T21:00Z,0.0,true,false,false,false,false,2026-08-16T21:00Z,"",[],"","",home,KOMO-TV,1,STD,7224,Climate Pledge Arena,Seattle,WA,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Sun, August 16th at 5:00 PM EDT",8/16 - 5:00 PM EDT,4.0,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,2c5235,fee11a,true,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '6-22', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-9', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-13', 'type': 'road'}]",19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,5091cd,ffd520,true,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '9-17', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-7', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '4-10', 'type': 'road'}]",401857148,2026,2,,false,,2026-08-16T17:00:00.000000-0400,2026-08-16,false,false,false
401857150,s:40~l:59~e:401857150~c:401857150,2026-08-16T21:00Z,0.0,true,false,false,false,false,2026-08-16T21:00Z,ESPN/Disney+,[],"","",national,ESPN,1,STD,1827,State Farm Arena,Atlanta,GA,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Sun, August 16th at 5:00 PM EDT",8/16 - 5:00 PM EDT,4.0,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,e31837,5091cc,true,6282,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '16-10', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '7-6', 'type': 'road'}]",5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,002d62,e03a3e,true,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '16-10', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '6-5', 'type': 'road'}]",401857150,2026,2,,false,,2026-08-16T17:00:00.000000-0400,2026-08-16,false,false,false
401857147,s:40~l:59~e:401857147~c:401857147,2026-08-16T00:00Z,0.0,true,false,false,false,false,2026-08-16T00:00Z,CBS/Paramount+,[],"","",national,CBS,1,STD,4005,Michelob ULTRA Arena,Las Vegas,NV,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Sat, August 15th at 8:00 PM EDT",8/15 - 8:00 PM EDT,4.0,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,true,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '18-7', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '11-2', 'type': 'road'}]",8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,266092,79bc43,true,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '21-6', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '11-2', 'type': 'road'}]",401857147,2026,2,,false,,2026-08-15T20:00:00.000000-0400,2026-08-15,false,false,false
401857146,s:40~l:59~e:401857146~c:401857146,2026-08-15T23:30Z,0.0,true,false,false,false,false,2026-08-15T23:30Z,"",[],"","",away,Spectrum Sports Net,1,STD,5946,CareFirst Arena,Washington,DC,true,0.0,0.0,0.0,1,STATUS_SCHEDULED,pre,false,Scheduled,"Sat, August 15th at 7:30 PM EDT",8/15 - 7:30 PM EDT,4.0,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,002b5c,true,5946,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/wsh.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '13-12', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-6', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '8-6', 'type': 'road'}]",6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,552583,fdb927,true,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '10-15', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-7', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-8', 'type': 'road'}]",401857146,2026,2,,false,,2026-08-15T19:30:00.000000-0400,2026-08-15,false,false,false
